distance_from_home,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,fraud
10.399690599986046,0.7435762627716558,1,0,0,0
1.200795914339993,0.056668494,0,0,0,0
3.436953216718473,0.5592237611094564,1,1,0,0
0.7180054102371294,1.341926903981394,0,1,0,0
1.7503784820583512,0.2646573795937004,0,0,0,0
63.74208997786349,0.5810078179634958,1,0,0,0
11.542040444699037,0.157328153,1,0,0,0
1.3995604221876954,3.3937860665318835,0,0,0,0
11.151462253519718,1.374947355549462,1,0,0,0
34.41390100453567,14.697713119893285,1,0,0,1
3.3117382727440763,2.198426993408049,1,0,0,0
7.3354844398713315,15.511619585551465,1,0,0,1
73.46682948160334,0.059740954,1,0,0,0
24.46517575751133,0.6512644371602117,1,0,0,0
8.120673802604149,1.1640809372566814,1,1,0,0
27.86854438559257,1.1860332216135832,1,1,0,0
18.05086097915289,0.4530592428551214,1,0,0,0
112.2738758947181,1.9891514965982744,1,1,0,0
23.901037844927675,3.2527909365993994,1,0,0,0
71.45056884,0.5843739172159808,1,0,0,0
5.764412015004839,8.56593478,1,1,0,1
112.08715586311428,2.339287241235982,1,0,0,1
1.818318848037209,1.2398076270956329,0,0,0,0
26.756466053257903,2.404669967220235,1,0,1,0
8.386406174854491,6.2003263008552745,1,0,0,0
24.33748770584292,6.230792396550816,1,1,0,1
36.55689878976508,1.2963164925812551,1,0,0,0
10.340320865224312,1.3579513217579664,1,0,0,0
31.68643151033428,0.2924101742275455,1,0,0,0
1.457156212321705,1.424996629137965,0,0,1,0
8.167520581642606,0.2094138262494691,1,1,0,0
13.370496796470448,1.704772550422751,1,0,0,0
12.51140362337056,0.2622197589327515,1,0,1,0
18.633119274061052,2.542593961420608,1,1,0,0
23.259296791757976,0.7856980401977863,1,1,0,0
32.75616640126915,0.7156402741121066,1,0,0,0
8.319802056140174,0.069985115,1,1,0,0
8.193334870491853,3.1436001053123075,1,0,0,0
10.594372771059918,4.766703962782415,1,0,0,1
12.391271458480183,0.3805746885660966,1,0,0,0
5.695493428,0.3307893669659176,1,0,0,0
29.403070179640054,0.2223161549991105,1,1,0,0
21.591215564022363,0.9278283731499524,1,0,1,0
73.08987811853682,2.283660125205195,1,0,0,0
19.48272009,1.1323422705408337,1,0,1,0
7.17929358,0.7544225825478235,1,1,0,0
3.688139175836052,0.5684582324912473,1,1,0,0
1.6687103907136007,0.327632933,0,0,0,0
36.52520515877946,0.7677634812591065,1,1,0,0
6.191613079176138,0.8484405985739482,1,0,0,0
9.807804885752043,0.2611209660020782,1,0,0,0
51.923187230021696,2.4926845056422158,1,0,0,0
79.70684061084661,0.5480855004330756,1,0,1,0
14.360880254733786,0.2172307960339654,1,0,0,0
203.6149799045604,0.4818275767625839,1,0,0,1
7.420485013089126,1.4931018112682046,1,1,0,0
5.303524756454944,0.2103931251302448,1,0,0,0
9.729462832,0.3524503431363273,1,1,0,0
3.449693507126815,0.8164703183203501,1,0,0,0
119.87121743011052,0.2146754281625971,1,0,0,0
2.752206096,1.385929204057318,1,0,0,0
2.608174259872361,0.5474832453084976,1,1,0,0
30.907413860610333,2.818713521474515,1,0,0,0
92.4130662,3.350169546945919,1,0,0,0
10.898716491420144,6.957806091768243,1,0,0,1
5.425581818640647,1.9670663185353472,1,0,0,0
4.061359715049158,0.5579729642673832,1,0,0,0
11.185902732728076,3.5279657766831014,1,1,0,0
25.18027797998742,4.595736199636936,1,0,0,1
4.974667804987733,0.504898358,1,0,0,0
13.98494805289043,2.038611104621076,1,0,0,0
0.3226994897440391,0.472386361,0,0,0,0
23.073324747862102,1.031009634,1,0,0,0
156.02061433059012,0.3238845631232703,1,0,1,0
1.3774438291326636,0.1639149588858215,0,0,0,0
8.57139251,0.8094924406162967,1,0,0,0
23.55632928192159,0.8496576638226827,1,1,0,0
5.559593146750374,0.3698930970218005,1,0,0,0
9.569921377011514,5.377945947724951,1,0,0,1
6.149339085235063,6.195438373393428,1,0,0,1
31.23802554,7.158601127095097,1,0,0,1
15.007076395434112,0.9278744618156686,1,0,1,0
23.418461434931324,4.847080911882261,1,1,0,1
3.063300779833685,1.7285148486708788,1,1,0,0
1.818129167736443,2.5445646081776987,0,0,0,0
4.659976127107761,0.5167441584531017,1,1,0,0
35.27673737664303,3.677761095018668,1,0,1,0
9.381093633619408,5.334167936961713,1,0,1,0
24.796902189906653,0.346127592,1,0,0,0
7.418518846661954,0.2140890040869643,1,0,0,0
51.09948831313066,0.9550034178238518,1,0,0,0
9.582590392084397,1.0742417537366526,1,0,0,0
101.39336324703515,0.7793882700137514,1,0,0,1
23.51752666,0.241444044,1,0,0,0
7.4847985600259666,1.3728191846506512,1,0,1,0
25.336678029775342,0.143954994,1,0,0,0
3.5194196491382264,1.086996402465442,1,0,0,0
4.437668184130479,0.670197037,1,0,0,0
3.3850921782242054,0.8889598077967019,1,0,0,0
1.6210110586232014,3.6532733837604905,0,1,0,0
14.669871022928364,0.1995998460878349,1,1,0,0
149.31837246124508,0.5775425523276789,1,0,0,0
1.0480714345822446,2.443841001273061,0,0,0,0
309.60913263417365,1.232846371955268,1,1,0,0
2.619600270054092,0.095645821,1,0,1,0
7.873742998172792,0.795777504,1,1,0,0
1.0691428090280422,0.7872258532497054,0,1,0,0
25.155622861640225,0.7649816521752185,1,0,1,0
21.023685722575703,5.009472231,1,0,0,1
172.4326963662496,1.3166902098372046,1,0,0,1
0.3882007224245405,2.2981969475438984,0,1,0,0
28.918641997296035,3.067301194856164,1,1,0,0
0.8382901639635745,2.6608636447052327,0,1,0,0
5.070077481366988,0.7582085386771089,1,1,0,0
4.666124577970814,1.1034067029673456,1,0,0,0
8.022584253448722,0.2661111178964876,1,0,0,0
77.99398902769424,8.526143591523555,1,0,0,0
26.797022314592784,0.4944112582170031,1,0,0,0
15.93743651261092,0.2387855256265217,1,1,0,0
5.892948771313154,0.439558,1,0,0,0
68.39328152311758,0.3499016869479263,1,0,0,0
3.704913616284968,0.1618050793469562,1,0,0,0
36.24136952906499,2.586101526160338,1,0,0,0
46.236981943184944,1.062616301042971,1,0,1,0
0.7399945943471593,0.5091802771594595,0,1,0,0
40.92836952140223,3.678887595800768,1,0,0,0
11.27799381609985,0.4493761809377184,1,0,0,0
1.48500997,1.5201027034790102,0,1,0,0
25.825178914877217,0.1770701559108278,1,0,0,0
5.014897167094334,2.662056190283741,1,1,0,0
8.282812257279186,0.047638332,1,0,0,0
3.2485112768517608,3.162919771170608,1,0,0,0
39.966672474422346,0.4913604168870271,1,0,0,0
2.1758900539196957,0.3753249075442471,1,0,0,0
20.92816301847555,4.185537294679343,1,1,1,0
5.60866626,0.2300881732149007,1,0,0,0
16.258186868025003,1.3076684449429463,1,1,0,0
128.65591898848524,1.829497048603801,1,1,0,0
23.00110218,0.1554374444972705,1,0,0,0
3.153067332576861,10.787753776633954,1,1,0,0
36.63946915728879,0.6842558355282817,1,0,1,0
9.434265879511884,1.0527439746927691,1,1,0,0
25.576353529466115,0.8804446847798094,1,0,0,0
47.644985363722185,0.583092444,1,0,0,0
3.0053000546146005,2.583334724837951,1,0,0,0
44.04762232197016,0.6247060777987246,1,0,0,0
38.13344878692308,3.9656367162860007,1,0,0,0
8.625075837437318,1.800934180657143,1,0,0,0
49.60833814633688,0.5223736171724469,1,0,0,0
18.714265499565823,5.588722398107008,1,1,1,0
15.026847866738786,0.7755444266094812,1,0,0,0
35.329315267916165,0.909230399,1,0,0,0
4.556235858843485,0.5832469713640137,1,0,0,0
101.13007258821824,2.429731470401141,1,1,1,0
4.822152240588969,1.006446739490194,1,0,0,0
75.48032045005158,6.271364269834523,1,0,1,0
1.189778040438829,0.604021403,0,1,0,0
12.616117312508395,1.0899752325443144,1,0,0,0
24.620346262144796,1.2375938992452893,1,0,0,0
13.75550421906086,0.5170534211675649,1,1,0,0
8.983390797331563,0.4438708301785126,1,0,0,0
28.677957959964363,0.2233685625188024,1,1,1,0
4.928276704820437,1.195918273572262,1,0,0,0
1.305838727,0.8629516278294127,0,0,0,0
2.679410730833172,0.650618288,1,0,0,0
18.34829890620643,0.3411796928722512,1,0,0,0
4.090285092590894,4.148920921688898,1,0,0,1
62.66896900234362,0.1459526032314035,1,0,0,0
38.34591662211995,0.7804951869737661,1,0,0,0
1.4018400810584537,2.771040496574066,0,1,0,0
5.7660018119424885,2.769507571,1,0,0,0
1.8618088881945587,0.3294669529173061,0,0,0,0
45.68831428065216,0.8348983884488628,1,0,0,0
7.713476670170079,1.100181392249705,1,1,0,0
25.722846645413505,1.0865567391449364,1,0,0,0
13.735342876916446,3.2610573291339096,1,1,0,0
2.5725463829204283,8.265808177295195,1,1,0,0
29.043944871210243,0.4972192421502824,1,1,0,0
0.2380409561129404,0.5425992960603028,0,0,0,0
17.727171033442502,0.8515880540343298,1,1,0,0
122.91931587805728,4.481525833786563,1,0,0,1
6.654675798636001,3.124151975181057,1,1,0,0
272.2688927345581,0.9560994330198312,1,0,0,0
53.03872369359219,0.2432583938093244,1,0,1,0
5.601594044669052,0.3299123167847391,1,1,0,0
5.266997168555616,1.813765932317711,1,0,0,0
1.769238610050503,0.2510182289276458,0,0,0,0
66.67128967289257,2.0430297117477028,1,1,0,0
4.672611903632424,0.8130929093734276,1,1,0,0
4.035190532668402,1.883480892631186,1,0,0,0
72.16985058,1.8879900717516132,1,0,0,0
9.273526970613904,0.8761749820028134,1,0,0,0
3.940391314,0.6491773142578003,1,0,1,0
3.076491389670516,0.6655218377446119,1,1,1,0
186.6883337249642,0.7849097271490124,1,0,1,0
7.744540340484228,2.409988078554952,1,0,1,0
2.558352098165513,0.9796770813461017,1,0,0,0
7.192175399244976,0.3396248382379814,1,0,0,0
4.704815224731032,0.6746504130346823,1,1,0,0
0.41296201,5.321369134381066,0,1,0,0
66.59778889746927,3.2292992515183787,1,0,0,0
1.383431166980681,0.376045755,0,0,0,0
4.119585673345012,1.636087997750452,1,0,0,0
53.421940997866514,2.373093110650789,1,0,0,0
0.4073709889225024,0.6892003310407883,0,0,0,0
15.155908724943943,1.012765176,1,1,0,0
64.95495650964082,6.805962478252004,1,0,0,1
6.622024503593067,1.6906519030721991,1,1,0,0
9.243602538680848,0.608693678,1,0,0,0
25.080829798550564,1.1887797034857233,1,1,0,0
6.952204701245958,0.5159153649390867,1,1,0,0
3.0184359165804646,2.076086351339164,1,0,0,0
14.736652013240551,20.98135470357724,1,0,0,1
2.5415584813779204,0.3217029485920755,1,0,0,0
17.48592720520204,4.462669651099561,1,0,0,1
56.90139246122701,0.9852045278622918,1,1,0,0
8.982321251451442,0.6194604127874604,1,0,0,0
12.62498438344372,4.265418815188874,1,1,1,0
10.553704034087833,0.6195530056189003,1,1,0,0
383.4690133286374,1.039715872948325,1,0,0,1
21.204212986688557,0.4710076599836308,1,0,0,0
24.790942634460425,0.2621967460399625,1,0,1,0
132.8103928927909,1.5010666931847896,1,0,0,1
18.185874338533907,0.3254684596997265,1,0,1,0
1.9426576393924568,0.4081943837912741,1,0,1,0
33.66145400741857,0.1219148889085866,1,0,0,0
22.663110642179216,0.1780682602332034,1,0,0,0
5.490496899289672,1.532998938216935,1,0,0,0
222.1002733167486,1.781362144480441,1,0,0,0
23.8628027,2.1288315377044755,1,1,0,0
15.25087780896789,1.0716986945863454,1,0,1,0
16.11283321795855,0.7692096943377055,1,1,0,0
2.109766471216681,0.1744675524738902,1,0,0,0
15.571483662710383,0.8564406021448185,1,0,0,0
12.43643209282174,2.836160181164813,1,0,1,0
3.975997522664743,1.1313526545512442,1,1,0,0
64.84759053957656,0.9795228908979436,1,0,0,0
5.665167534,0.4284313442414523,1,1,0,0
21.23770196762876,2.258597854295395,1,1,0,0
2.127169874,0.3694825213645157,1,1,0,0
8.907147233005364,0.1589886268077806,1,0,1,0
0.5122391059126712,1.2081323927525287,0,0,0,0
16.681215960762184,0.653506435,1,0,0,0
7.360243304676291,1.7119215504737229,1,0,0,0
140.13702897689555,0.558031147,1,1,0,0
0.701392435,3.873752848636278,0,1,0,0
7.322256084,1.0516204502485125,1,1,0,0
2.1024435073277314,2.9610970266650174,1,1,0,0
76.04052498292711,0.2234378372902568,1,0,0,0
1.6005864932500773,0.3609544887290782,0,0,0,0
43.436590450142496,0.6534845586368537,1,0,0,0
12.840713875098611,0.3982639055605753,1,0,1,0
19.45729020999372,1.9087570721130225,1,1,0,0
28.32839001,1.599575887296442,1,0,0,0
143.88394312200035,0.2271094229911077,1,0,0,1
18.38225346110065,2.015896589632814,1,0,0,0
7.372203048130609,6.082333774902968,1,0,0,0
7.214078918199674,0.6374889089338526,1,1,0,0
18.45382872208813,2.391892501265893,1,0,0,0
7.845688457056799,1.5171291867697376,1,1,0,0
21.709471807910383,1.5250463694009757,1,1,0,0
11.88324992296178,1.622849956,1,0,0,0
2.463866415095051,1.682262755393016,1,0,0,0
2.523525320242357,7.968421801837024,1,0,0,1
58.04348147682156,1.0632666732991565,1,0,1,0
14.312135947758662,2.682943574432646,1,1,0,0
8.561632532470552,0.2719478337913267,1,0,0,0
3.1119857045993187,3.402265628696893,1,0,1,0
9.926536308,5.005074881607301,1,0,0,1
114.20023747397762,0.5676614689029451,1,0,0,1
6.116877999150812,1.449944964222183,1,0,0,0
1.231171332,0.988045305,0,1,0,0
4.812521704831568,0.168162327,1,0,0,0
14.514052200864562,1.3014567687219265,1,1,0,0
12.883907645226133,0.4550752320325877,1,0,0,0
0.3937985265925535,0.4690449330486252,0,0,0,0
9.992383479769046,0.575540813,1,1,0,0
1.4175351031357912,1.1802918600118304,0,0,0,0
26.086633466145926,0.2689691394300598,1,0,0,0
3.123751242424353,3.401245748,1,0,0,0
8.947606987217172,0.1852454077336438,1,0,0,0
1.7036986822188387,3.094139323167143,0,1,1,0
37.78051522460319,1.2072848391570183,1,1,1,0
0.7505204592776362,1.1118165361076504,0,0,0,0
27.076643397157724,0.6128896866033029,1,0,1,0
9.101562624757667,1.7531965247881476,1,0,0,0
64.48020258228863,0.4910203374841426,1,0,0,0
4.152678589174581,5.759723818201154,1,1,0,1
30.259353266667283,0.6468793793926341,1,0,0,0
37.53859257775176,0.1720599842567295,1,1,0,0
31.316576999184264,0.4334148853711592,1,0,0,0
3.8604500740809313,0.2408529091579971,1,0,0,0
7.140632938345558,0.3754827742085143,1,0,0,0
20.660492647439384,0.6293779795438422,1,1,0,0
61.78353132522296,0.847882254,1,0,0,0
111.0918634715006,1.677711377989192,1,0,0,1
6.045307910141943,0.9834796788544744,1,0,1,0
9.870227703763838,4.337423631419618,1,0,0,1
18.225833019521247,1.5574519938575857,1,1,1,0
71.03031181380736,0.1090298533500214,1,1,0,0
3.1318831515423837,4.874268587361644,1,0,0,1
18.36683182704173,1.0603740065580696,1,0,0,0
7.8876476859336915,0.1295964909213475,1,0,0,0
24.149600067224625,0.4978068801392727,1,0,0,0
12.644494530083245,0.9612030145969728,1,0,0,0
5.651579537145031,0.8444721933404037,1,0,0,0
11.732837868352547,1.3756206286536408,1,0,1,0
3.028180665297936,0.6169192868346367,1,0,0,0
14.581709868819758,2.059508200779165,1,0,1,0
1.4714535319619568,2.1470735768182894,0,0,0,0
6.665001704,0.559453218,1,1,0,0
25.18761755565846,0.4102945433689028,1,0,0,0
74.05947919517786,0.564820255,1,0,0,0
54.25889086290354,0.2897878535965206,1,0,0,0
18.45190260101773,0.5683591606548088,1,0,0,0
12.79298303898388,0.5772409778836395,1,0,0,0
3.402775141091593,1.142762728628448,1,0,0,0
3.251835887459238,0.3579913334650108,1,0,0,0
41.36032159817226,1.120187031179238,1,0,0,0
0.9889308284953447,2.118016764795102,0,0,0,0
0.192917277,0.1484562633057115,0,0,0,0
19.20083464236859,0.1126399974554684,1,1,0,0
37.19744557759696,1.373336892971948,1,0,0,0
13.635052067534636,1.8617142342822623,1,0,0,0
22.21158158304381,0.8101648186223424,1,0,0,0
3.251809630267172,0.3961210348182049,1,0,0,0
28.87496410603775,1.6275433554630268,1,0,0,0
22.594335012661556,1.6742148357030715,1,0,0,0
23.98967930630924,1.840887299683012,1,0,0,0
35.01610954020404,4.725037824539535,1,0,0,1
264.41004843161187,1.784975808391667,1,0,1,0
14.118215857164564,0.9019704243571702,1,0,0,0
3.490641251111051,15.39350388531345,1,1,0,1
3.417381351726028,0.9738247285060416,1,0,0,0
111.87234071967012,6.187726540047292,1,1,0,1
7.665806837921022,2.191512409,1,0,0,0
9.825446167664532,0.6893820983547382,1,0,0,0
40.75599833782741,0.7218530791027941,1,1,0,0
2.1510960689087923,0.6345943739228367,1,0,0,0
1.7678740471143934,2.275798559870218,0,0,1,0
5.5534958761354245,1.430873645325362,1,1,0,0
3.5412152723841284,1.714836343106213,1,1,1,0
4.318255227081823,0.2764995809214986,1,0,0,0
23.455426665282484,0.7999582788467577,1,0,0,0
11.647547769717065,0.3359790444593319,1,0,1,0
12.821282724310215,1.795172714638677,1,0,0,0
22.206286538682285,2.615444305897066,1,0,0,0
5.0383883867647805,3.760891032264352,1,1,0,0
1.848984345132615,0.2580346508216708,0,1,0,0
15.132060586392974,1.062298440258583,1,1,0,0
5.115054556594937,0.3696664307353233,1,1,1,0
17.811440713229857,0.1779877416419555,1,1,0,0
65.93609691441173,1.900433359082181,1,0,0,0
189.94132417100425,0.4374867489904574,1,0,0,1
11.448067867953023,0.6500544959934054,1,0,0,0
0.9448339826208416,0.9607275228160576,0,0,1,0
2.4745829871107805,0.8584208933061087,1,1,1,0
1.3834210167619478,0.4309465266114946,0,0,0,0
50.67259294,3.097699653526196,1,0,0,0
26.89280847589436,11.347436148317216,1,1,0,1
3.5473582122482994,1.441578607,1,0,0,0
10.35190906413764,0.2270684818713952,1,0,0,0
26.967157506032542,0.2861596210240559,1,0,0,0
42.255930100428536,4.661036237879784,1,1,0,1
38.73128460742753,0.5020283456703706,1,0,0,0
11.552486368780498,1.7269414200082145,1,1,0,0
38.52168937146395,0.7590327288475505,1,1,0,0
37.65236016766368,3.877732429846941,1,0,0,0
7.928754667271007,0.3960160454824245,1,0,0,0
105.77705536993663,5.372080262,1,0,0,1
23.396982256755177,1.196541412863369,1,0,0,1
10.524031004797513,1.0014712202866238,1,1,0,0
8.917856221,0.4899379037881874,1,1,0,0
20.58647116282221,0.6786318410098244,1,1,1,0
0.7294030750076259,0.6164913612289208,0,1,0,0
12.79418364207967,3.009797139137297,1,0,0,1
2.0350085360723584,1.3661795750821746,1,0,0,0
27.11563546914449,0.4890940870509523,1,0,1,0
45.93447311600409,0.6245706270840937,1,0,0,0
6.698064289757997,10.080570746249824,1,1,1,0
19.63530054,0.4711068101273583,1,0,0,0
23.39502780739838,6.538907377606176,1,1,0,0
8.804376135877833,3.074706927460813,1,1,0,0
20.16474947136193,0.3023879968739511,1,1,0,0
53.351018251044266,2.5062966155175195,1,0,0,0
39.597618263054365,1.0602512791930492,1,0,0,0
2.875532971445354,1.353320375,1,1,0,0
7.088406939181968,9.997280337671356,1,0,0,1
11.392421860001855,1.4419787343657733,1,0,0,0
2.0001266400045865,0.2865229351025983,1,0,0,0
2.0251074255623487,1.0711281154931336,1,1,0,0
78.98866579716933,0.6821454305106036,1,0,0,0
3.747343488515259,0.9790946981177104,1,0,0,0
4.071119970159554,1.398376990098075,1,0,0,0
0.6047283536943011,0.6047355937975503,0,0,0,0
36.892335447568776,0.5269518740631329,1,1,0,0
9.155219703221784,0.092695271,1,1,0,0
7.165766512,0.08268998,1,0,0,0
13.998129082864889,1.0240642094327324,1,0,0,0
10.783475654762697,1.046552272038029,1,0,1,0
298.0330719074678,0.8289794380079567,1,1,0,0
3.1477770859096097,0.7182450244683104,1,0,0,0
3.9984707544379656,2.872669175796077,1,0,0,0
23.71149489872272,0.5632664223071299,1,1,0,0
4.401722579565994,0.6835246133892975,1,0,0,0
10.758261998937588,0.5799652168799656,1,1,0,0
12.326599796707974,1.180265362156507,1,0,0,0
11.620785282594271,1.1713942319526909,1,0,0,0
15.658250277808012,0.9761629264981452,1,0,0,0
6.682002400404151,0.2437505936588505,1,0,0,0
60.932861091891766,0.241757978,1,1,0,0
7.550562696689748,0.2774032839949787,1,0,0,0
5.457090038,1.1674165761429756,1,0,0,0
28.968106104442917,0.8245641933724349,1,1,0,0
66.90944230191381,1.6901877282237996,1,0,0,0
0.6179844981875033,0.7403108940685921,0,1,0,0
5.742839849481106,1.891660970763192,1,0,0,0
11.08126390628545,3.244599532250734,1,1,0,0
20.33138030190837,3.367908067706171,1,0,0,0
23.448282526569614,0.216450984,1,0,0,0
60.39613539227142,2.606363571,1,1,0,0
56.83564751088667,0.4002029918235442,1,1,0,0
56.60057267751272,0.1796795660908089,1,0,0,0
37.751132920793104,1.0859085461749056,1,1,0,0
24.127260832062927,0.6307922448020854,1,0,0,0
9.880068279100865,0.6016605988062286,1,1,0,0
25.82927069741952,5.934930334829404,1,0,0,1
11.736348035889604,0.6616949355618099,1,0,0,0
4.818778424,1.0255214439471874,1,1,0,0
13.956237375689202,0.7169254614415219,1,1,0,0
11.813582341678108,1.2561727686782496,1,1,0,0
64.16467755760536,0.4552113634323728,1,0,0,0
11.184164723859528,0.3781767902430343,1,0,0,0
5.469317386062061,0.611853238,1,0,0,0
84.47177925159183,0.2483233126717852,1,0,0,0
7.865538129117316,1.569768085344659,1,1,0,0
9.311186980972666,1.0304178521423604,1,0,0,0
24.91170133267368,0.9488382025590076,1,0,0,0
16.573269048882395,0.5450712691316317,1,0,0,0
6.019426139116032,2.8466171549086496,1,0,1,0
3.692553639,0.2055465398196202,1,1,1,0
16.93181973937301,1.3281259886829604,1,1,0,0
47.78860099431896,0.3094247415536937,1,0,0,0
37.19439090938644,2.3161952047196706,1,1,0,0
4.050401440900954,0.4360040503240621,1,0,0,0
75.11523836342394,1.2311502928943876,1,0,0,0
16.622496496521244,4.2912423413197285,1,0,0,0
25.80386786378735,0.8868949734451541,1,1,0,0
4.689427720082491,1.8482254313136472,1,0,0,0
6.048007400068455,0.5775836801087586,1,0,0,0
16.947841585278976,0.278945019,1,0,0,0
26.87242393355412,0.2637906159485735,1,0,0,0
1.6778874394044625,4.881490092030082,0,1,0,0
52.945929887273785,0.4029321938883795,1,0,0,0
6.795968815616991,1.7441199853103169,1,0,1,0
16.918747333313423,0.9035371144891609,1,1,0,0
4.198898357579823,1.100369603139857,1,0,0,0
4.579644290310372,0.048492273,1,0,1,0
11.462815167089062,0.809545865,1,1,0,0
6.098039478756701,0.4747423783372506,1,0,0,0
10.706795447618637,1.443551267254601,1,1,0,0
3.579566895450618,0.8797848497588402,1,0,0,0
10.210889732139588,1.013019927816064,1,0,0,0
15.889247730224332,0.2087166790490946,1,0,0,0
1.775509264248706,0.4260887788186813,0,1,0,0
16.773474779716008,1.7019366074728146,1,0,0,0
4.802561944757489,0.3994631239391303,1,0,0,0
0.3708792265675422,0.2410653549898381,0,0,0,0
2.056965396223425,0.2433080175935379,1,0,0,0
15.489640724360138,0.4301898191301128,1,0,0,0
6.704528397364143,1.2926482055200892,1,1,0,0
38.765265215345245,1.2357408542827455,1,1,0,0
1.3293451021961515,1.979361737331934,0,1,0,0
4.711875894,1.4720044797881595,1,1,0,0
756.7876562628311,0.5134503343789631,1,0,0,1
6.817195824170375,1.548657432817671,1,0,0,0
2.492238229947579,6.364828147757589,1,0,0,1
6.123047454718252,0.6667811205699209,1,1,0,0
5.474315536999505,2.8176710548769366,1,0,0,0
14.654865962291655,5.513884047521134,1,0,0,1
4.969055433398616,1.3976622137584618,1,0,0,0
0.7805418217809055,0.5380350043232023,0,1,0,0
14.776925427887653,2.0321754828954077,1,0,0,0
34.94156484447589,1.554658297479994,1,0,0,0
2.443539965142951,1.0707906053634764,1,1,0,0
6.398932165,0.5815708524602161,1,0,0,0
25.36922671647914,1.894559738597392,1,0,0,0
28.36513237765509,2.697324212837156,1,1,0,0
22.01183726790257,3.452548843822689,1,1,0,0
14.796082082167024,1.4981623192172957,1,1,0,0
21.191778265269534,0.9861261063367336,1,1,0,0
6.944254225,1.0830742895225671,1,0,0,0
1.2985403362537018,1.2610126303697466,0,0,0,0
0.5267328363417221,0.6187943752419482,0,1,0,0
46.74098570436488,2.294312957490308,1,1,1,0
46.47390591194837,3.721426413473584,1,0,0,0
8.294510090135844,10.228558858816395,1,0,0,1
18.235465568994687,1.4699777532088738,1,1,0,0
93.21717407913974,6.414470775555597,1,1,0,1
3.3278069133955315,1.170127049748175,1,0,0,0
93.79572699057852,2.258057452363259,1,1,0,0
2.4257205706208285,0.5094092355792706,1,0,0,0
1.0356531777630182,3.491780428154672,0,0,0,0
35.64170496001463,1.3750005136801189,1,0,0,0
147.06175400475848,3.530817718,1,1,0,0
7.533384498,0.1300595405102575,1,0,0,0
13.530025182497395,0.3791094903906389,1,0,0,0
7.969129669012329,0.3468249587077417,1,0,0,0
5.438330959424297,0.5875403938756953,1,1,0,0
2.047057800507378,2.146248735615868,1,1,0,0
4.075252323,0.7916408507432114,1,0,0,0
28.991105689903453,1.1189535938183002,1,0,0,0
15.743028436854823,1.7446450795094854,1,0,1,0
20.570440339285096,1.8940273961746448,1,1,0,0
15.442189333737948,2.297205503306717,1,0,0,0
10.457359279542557,16.401297632753362,1,1,0,1
13.61229871996065,0.2585755722345241,1,0,0,0
12.429113136910074,0.4522650490191736,1,0,0,0
7.645237431567644,1.0592548768132188,1,1,0,0
8.582340699764524,1.243000110552569,1,1,0,0
0.1957910484728516,1.7883948248366093,0,0,0,0
43.59233410112007,1.5446700864961351,1,0,0,0
11.545556283761211,1.7531315545741035,1,1,0,0
7.232677236584545,4.3545530188170565,1,1,0,0
33.72752318559158,2.903430763421992,1,0,0,0
1.7820575581766518,0.5028354526774235,0,0,0,0
4.882245886,3.780368592204948,1,0,0,0
1.7407535373979388,0.817593273,0,1,0,0
35.544019132407975,1.902126818,1,0,0,0
64.12706402055964,0.1802997702926849,1,0,0,0
